,year,ccode,GDP,log_GDP,GDP_growth,Country,PDebt,LTrate,rminusg,population,log_population,pop_growth,CAbalance,rgNegative,primaryFB,outputgap,real_GDP_growth,ka_open,finreform,inflation,geopoliticalRisk,VIX,REER,TaxRevenue,FiscalBalance,Freedom_Index_overall,Freedom_Index_Property_Rights,lengthRGepisode,InitialPDebtRGepisode,YNRGepisode,EuroMembership,BankingCrisis,EuroCrisis,PeripheryEuroCrisis,EuroCrisis2012,GDP_World_Bank,Net_foreign_assets_World_Bank,World_GDP,LTrate_Germany,LTrate_USA,kof_econ,kof_trade,kof_financial,PeripheryEuroCrisis20082015,EuroCrisis20082015,Post2007,safe_haven_past,lead_rminusg_1,lead_rminusg_2,lead_rminusg_3,lead_rminusg_4,lead_rminusg_5,lead_rminusg_6,lead_rminusg_7,lead_rminusg_8,lead_rminusg_9,lead_rminusg_10,EuroCrisis20082012,Standalone20102012,Standalone20082012,Standalone20082015,kof_financial_df,kof_financial_dj,safe_Germany,safe_USA,safe_benchmark,Inflation_difference_Germany,Inflation_difference_USA,spread_Germany,rminusg_future3,rminusg_future5,rminusg_future10,LTrate_future3,LTrate_future5,LTrate_future10,GDP_growth_future3,GDP_growth_future5,GDP_growth_future10,PDebt_future3,PDebt_future5,PDebt_future10,Eurozone
1237,1976,SWE,65651.664,11.09211823,6.409833064,Sweden,24.676044,NA,NA,8222286,15.92235883,0.363686099,-1.793049108,NA,NA,NA,1.058104877,0.6997,0.2857143,10.24922465,NA,NA,NA,37.629,NA,NA,NA,0,0,0,0,0,0,0,0,89362071673,14210586813,6.48E+12,8.033334,7.611667,51.26,59.4,43.11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,19.33,66.88,NA,NA,NA,6.002590042,4.504412015,NA,NA,NA,NA,NA,NA,NA,8.230386411,8.903921768,7.506740578,31.05192267,35.8830158,47.1013902,0
1238,1977,SWE,68617.751,11.13630654,4.418831523,Sweden,26.779412,NA,NA,8251540,15.92591041,0.3551577,-2.244533757,NA,NA,NA,-1.596258566,0.6997,0.2857143,11.44180511,NA,NA,NA,41.671,NA,NA,NA,0,0,0,0,0,0,0,0,94468740851,16591685770,7.33E+12,6.533333,7.419167,51.77,59.51,44.02,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,21.15,66.88,NA,NA,NA,7.707636686,4.940121115,NA,NA,NA,5.938750098,NA,NA,11.68,10.20202867,9.46731869,7.638982416,35.31812333,41.583861,49.6578669,0
1239,1978,SWE,74730.62,11.22164519,8.533865225,Sweden,30.931792,NA,NA,8275599,15.92882186,0.291145576,-0.182842839,NA,NA,NA,1.75154805,0.6997,0.3333333,9.995265417,NA,NA,NA,46.448,NA,NA,NA,0,0,0,0,0,0,0,0,1.04E+11,14019628735,8.63E+12,6.133333,8.41,52.91,59.79,46.03,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,25.18,66.88,NA,NA,NA,7.276574881,2.364301578,NA,NA,NA,5.648464704,NA,NA,11.515835,10.52230403,8.905508443,7.384944963,40.56795833,47.1043536,51.2575993,0
1240,1979,SWE,84038.459,11.33902982,11.73846249,Sweden,35.444564,NA,NA,8293678,15.9310041,0.218223247,-1.903681383,NA,NA,NA,3.840003477,0.6997,0.3333333,7.20978617,NA,NA,143.2073568,53.432,NA,NA,NA,0,0,0,0,0,0,0,0,1.23E+11,1529964014,1.00E+13,7.566667,9.4425,55.38,61.77,48.98,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,24.56,73.4,NA,NA,NA,3.166164164,-4.04468496,NA,NA,NA,5.337101569,NA,NA,11.40389,9.021421913,8.095155937,6.857661184,47.180983,51.9432458,51.979498,0
1241,1980,SWE,93187.363,11.4423674,10.33375831,Sweden,39.578014,NA,NA,8310531,15.93303406,0.202996792,-3.048100341,NA,NA,7.736,1.699971439,0.6997,0.3809524,13.70632236,NA,NA,147.5640171,61.292,NA,NA,NA,0,0,0,0,0,0,0,0,1.42E+11,-5340064762,1.13E+13,8.425,11.46,55.59,60.94,50.24,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,26.23,74.25,NA,NA,NA,8.265266169,0.15712039,NA,NA,NA,6.185915303,NA,NA,11.84271,7.48510714,7.078571794,6.266966703,53.49973,55.891561,51.8961236,0
1242,1981,SWE,102468.869,11.53731431,9.4946913,Sweden,46.681297,NA,NA,8320503,15.93423327,0.119920399,-2.141721135,NA,NA,-0.895,0.454830417,0.6997,0.4285714,12.10393853,NA,NA,147.7122494,57.594,NA,NA,NA,0,0,0,0,0,0,0,0,1.30E+11,-17378038243,1.17E+13,10.13333,13.91083,58.32,62.09,54.55,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,34.36,74.74,NA,NA,NA,5.75969761,1.76922319,NA,NA,NA,6.652250374,NA,NA,11.612334,6.882443358,6.109559388,5.534821507,57.81897267,58.3197646,51.8873449,0
1243,1982,SWE,110158.165,11.60967248,7.235816132,Sweden,55.283638,NA,NA,8325263,15.93480518,0.057191722,-2.872050883,NA,NA,-1.491,1.248664679,0.6997,0.4761905,8.58918509,NA,NA,133.0166106,49.666,NA,NA,NA,0,0,0,0,0,0,0,0,1.14E+11,-27343139029,1.16E+13,8.908334,13.00167,62.49,65.88,59.09,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,42.36,75.81,NA,NA,NA,3.348137964,2.45775809,NA,NA,5.938750098,7.031658183,NA,11.68,11.34639,6.220783846,5.810646142,4.920037171,59.16429,57.7318728,52.221456,0
1244,1983,SWE,116648.523,11.66692062,5.724813989,Sweden,58.534255,NA,NA,8329033,15.93525792,0.045273605,-0.690240455,NA,NA,-1.388,1.90063873,0.6997,0.4761905,8.873021524,NA,NA,120.486239,46.286,NA,NA,NA,0,0,0,0,0,0,0,0,1.05E+11,-29357162208,1.18E+13,8.083333,11.105,64.03,67.16,60.89,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,45.86,75.92,NA,NA,NA,5.579606921,5.660586291,NA,NA,5.648464704,7.210673444,NA,11.515835,10.945358,5.86238894,5.864381483,4.372995872,59.26031,55.410845,52.9390808,0
1245,1984,SWE,125968.558,11.74378762,7.686699955,Sweden,59.639025,NA,NA,8336605,15.93616662,0.090869615,0.673894527,NA,NA,0.502,4.229535245,0.6997,0.5119048,8.04424239,NA,NA,126.3081545,47.707,NA,NA,NA,0,0,0,0,0,0,0,0,1.09E+11,-42269364218,1.23E+13,7.958333,12.43833,64.31,67.72,60.91,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,45.23,76.58,NA,NA,NA,5.638447321,3.743706915,NA,5.938750098,5.337101569,6.750262696,11.68,11.40389,10.76406325,5.21390559,5.620166432,4.20108713,56.82869467,52.0157502,53.7902106,0
1246,1985,SWE,132759.698,11.79629599,5.250837594,Sweden,59.31959,NA,NA,8350386,15.93781832,0.165170619,-0.88526671,NA,NA,0.645,2.160373746,0.6997,0.6428571,7.372574581,79.58,NA,129.0299499,50.391,NA,NA,NA,0,0,0,0,0,0,0,0,1.14E+11,-32745403757,1.29E+13,7.041667,10.62333,65.69,67.62,63.76,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,50.36,77.16,NA,NA,NA,5.306343849,3.826930429,NA,5.648464704,6.185915303,6.479042768,11.515835,11.84271,10.70629733,5.461456621,5.455361612,4.269492036,52.69853667,47.9006862,54.6907639,0
1247,1986,SWE,139078.289,11.84279228,4.649629272,Sweden,58.822315,NA,NA,8369829,15.94014401,0.232568885,0.021506829,NA,NA,1.075,2.691323173,0.6997,0.8095238,4.235910111,82.59,NA,128.2138955,69.774,NA,NA,NA,0,0,0,0,0,0,0,0,1.50E+11,-45067005395,1.52E+13,6.158333,7.6825,63.4,64.59,62.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,47.34,77.07,NA,NA,NA,4.365322916,2.337862389,NA,5.337101569,6.652250374,6.266280102,11.40389,11.612334,10.4383343,6.066788431,4.960083626,4.172054198,47.312282,45.4549252,55.6764187,0
1248,1987,SWE,147296.786,11.90020478,5.741249902,Sweden,52.344179,11.68,5.938750098,8397804,15.9434808,0.333678891,-0.011630227,0,NA,1.736,3.353842984,0.6997,0.8571429,4.188571518,75.46,NA,127.8802423,89.379,NA,NA,NA,0,0,0,0,0,0,0,0,1.83E+11,-66946982250,1.73E+13,6.25,8.384167,63.68,64.37,62.99,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,49.08,76.9,NA,NA,NA,3.938665358,0.5240083,5.43,6.268303705,7.2502398,5.949221951,11.89694667,11.279668,9.931751,5.628642962,4.0294282,3.982529049,42.778979,46.7110392,57.1849366,0
1249,1988,SWE,156394.93,11.96013969,5.993490689,Sweden,46.929116,11.35167,5.358179311,8436489,15.94807678,0.45959837,-0.257970894,0,NA,2.453,2.559038665,0.6997,0.8571429,5.824898684,58.9,NA,131.7569584,99.621,NA,NA,NA,0,0,0,0,0,0,0,0,2.07E+11,-1.27E+11,1.94E+13,6.491667,8.845834,63.92,64.73,63.11,0,0,0,NA,5.938750098,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,49.41,76.81,NA,NA,NA,4.550774712,1.747157577,4.860003,7.32144082,7.835556939,5.476741766,11.67666667,10.7171672,9.2955007,4.355225847,2.881610261,3.818758934,42.66711033,50.4673166,59.0050981,0
1250,1989,SWE,166840.899,12.02479594,6.4656247,Sweden,42.663551,11.18,4.7143753,8492964,15.95474861,0.667182921,-1.422895116,0,NA,3.34,2.654806927,0.6997,0.8571429,6.443275874,52.51,NA,135.4564341,106.042,NA,NA,NA,0,0,0,0,0,0,0,0,2.18E+11,-1.73E+11,2.02E+13,7.025,8.498333,66.25,65.37,67.13,0,0,0,NA,5.358179311,5.938750098,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,57.6,76.65,NA,NA,NA,3.662716067,1.616272844,4.155,8.726214797,7.598159372,4.90132762,11.28889,10.3801672,8.6755007,2.562675203,2.782007828,3.77417308,47.98750967,55.564671,60.745479,0
1251,1990,SWE,174392.55,12.06906407,4.426813496,Sweden,38.74427,13.15917,8.732356504,8558835,15.96247464,0.772602676,-2.420831505,0,7.482324552,3.519,0.754674769,0.6997,0.8571429,10.36655339,96.74,23.06347826,140.8553979,128.256,NA,NA,NA,0,0,0,0,0,0,0,0,2.62E+11,-2.70E+11,2.28E+13,8.726666,8.55,67.38,63.99,70.77,0,0,0,NA,4.7143753,5.358179311,5.938750098,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,64.4,77.14,NA,NA,NA,7.670082012,4.96859695,4.432504,8.577017631,6.71354474,3.792030455,9.748888667,9.7971672,7.8963337,1.171871035,3.08362246,4.104303245,56.976254,61.4808416,61.8939721,0
1252,1991,SWE,178224,12.09079647,2.173239343,Sweden,46.59351,10.69083,8.517590657,8617375,15.96929107,0.681643118,-1.696787024,0,3.865378167,1.384,-1.145974869,0.6997,0.952381,9.444627329,79.01,18.37337302,146.7516243,129.168,NA,NA,NA,0,0,0,0,1,0,0,0,2.74E+11,-2.44E+11,2.39E+13,8.445833,7.858333,66.82,62.31,71.33,0,0,0,NA,8.732356504,4.7143753,5.358179311,5.938750098,NA,NA,NA,NA,NA,NA,0,0,0,0,65.29,77.37,0.869792832,-0.157872231,-0.157872231,5.397590513,5.209663364,2.244997,6.913616567,5.880309831,3.320304395,9.350278667,9.2643346,7.3380007,2.4366621,3.384024769,4.017696305,64.16185833,65.8979122,62.410928,0
1253,1992,SWE,180173.615,12.10167619,1.087972771,Sweden,58.624749,10.01667,8.928697229,8668067,15.97515637,0.586529929,-3.104762207,0,1.844830534,-1.69,-1.15859276,0.6997,0.952381,2.374367251,41.35,15.45204724,146.6923027,127.053,NA,NA,NA,0,0,0,0,0,0,0,0,2.84E+11,-65869270865,2.54E+13,7.835208,7.01,66.45,61.67,71.23,0,0,0,NA,8.517590657,8.732356504,4.7143753,5.358179311,5.938750098,NA,NA,NA,NA,NA,0,0,0,0,63.94,78.52,0.332205741,0.423105573,0.423105573,-2.682612071,-0.654452427,2.181462,5.373811938,4.648204103,2.601223589,9.426112,8.583834,6.866667,4.052300062,3.935629897,4.265443411,67.39531633,67.658834,61.5251613,0
1254,1993,SWE,180632.562,12.1042202,0.254400992,Sweden,65.710503,8.539166,8.284765008,8718561,15.98096476,0.580838814,-1.953136735,0,-7.462016614,-5.272,-2.06561637,0.7597,0.952381,4.728173046,46.82,12.68624506,120.3942644,93.763,NA,NA,NA,0,0,0,0,0,0,0,0,2.13E+11,-27851578868,2.59E+13,6.496459,5.873333,69.68,63.63,75.73,0,0,0,NA,8.928697229,8.517590657,8.732356504,4.7143753,5.358179311,5.938750098,NA,NA,NA,NA,0,0,0,0,70.29,81.18,0.149102375,0.699102389,0.699102389,0.253597991,1.77651608,2.042707,4.062695639,3.117926593,1.926482907,9.255279,7.8738342,6.4765837,5.192583361,4.755907607,4.550100793,68.38476967,67.5428796,59.8811976,0
1255,1994,SWE,191740.146,12.16389633,5.967612536,Sweden,68.150323,9.495,3.527387464,8780745,15.98807181,0.710705462,0.324242461,0,-5.33990334,-3.798,3.929972837,0.8198,0.952381,2.158138007,43.91,13.92551587,118.6249802,101.476,NA,NA,NA,0,0,0,0,0,0,0,0,2.29E+11,-44895462375,2.78E+13,6.884414,7.08,72.17,66.55,77.8,0,0,0,0.859681704,8.284765008,8.928697229,8.517590657,8.732356504,4.7143753,5.358179311,5.938750098,NA,NA,NA,0,0,0,0,73.18,82.42,0.360995942,0.875626599,0.875626599,-0.534919374,-0.449303585,2.610586,3.809622681,2.204495868,1.352294804,8.295001333,6.9708342,5.9695837,4.485378652,4.766338332,4.617288896,68.144448,65.926287,57.9137871,0
1256,1995,SWE,203464.169,12.22324519,5.934886657,Sweden,68.325123,10.24417,4.309283343,8826939,15.99331885,0.524703942,1.848207567,0,-1.879353232,-1.692,3.935192926,0.8799,0.952381,2.455148578,35.57,12.38876984,118.4234703,121.104,-6.973142582,61.4,70,0,0,0,0,0,0,0,0,2.67E+11,8968771747,3.09E+13,6.850543,6.58,73.78,67.84,79.72,0,0,0,0.959808809,3.527387464,8.284765008,8.928697229,8.517590657,8.732356504,4.7143753,5.358179311,5.938750098,NA,NA,0,0,0,0,75.76,83.68,0.391349247,0.883718171,0.883718171,0.748988054,-0.350271111,3.393627,2.58432072,0.870516169,1.09801656,6.543333667,5.9955002,5.2834167,3.959012946,5.124984031,4.18540014,67.07965067,62.3071026,55.9580832,0
1257,1996,SWE,211081.101,12.2599977,3.675250889,Sweden,68.678863,8.026667,4.351416111,8840998,15.99491032,0.159147081,2.019668949,0,2.110574648,-2.28,1.579456406,0.9399,0.952381,0.533131979,40.53,16.44216535,127.8506268,136.966,-3.091031949,61.8,70,0,0,0,0,0,0,0,0,2.92E+11,68584544621,3.16E+13,6.215378,6.438334,73.53,67.36,79.69,0,0,0,0.89335289,4.309283343,3.527387464,8.284765008,8.928697229,8.517590657,8.732356504,4.7143753,5.358179311,5.938750098,NA,0,0,0,0,73.83,85.55,0.403421802,0.859423737,0.859423737,-0.916594494,-2.398072221,1.811289,0.787259962,0.760298959,0.021079253,5.527778,5.4116668,4.8511667,4.740518038,4.651367841,4.830087447,64.20914967,58.9239438,53.456856,0
1258,1997,SWE,219357.41,12.29845769,3.845998411,Sweden,67.429358,6.614167,2.768168589,8846062,15.99548295,0.057262203,2.761812295,0,3.530703586,-1.731,3.070526593,1,0.952381,0.658410256,33.14,22.36398406,120.8787169,128.295,-1.54972307,63.3,70,0,0,0,0,0,0,0,0,2.68E+11,-16523257834,3.15E+13,5.640138,6.3525,76.71,71.74,81.69,0,0,0,0.128557703,4.351416111,4.309283343,3.527387464,8.284765008,8.928697229,8.517590657,8.732356504,4.7143753,5.358179311,5.938750098,0,0,0,0,76.18,87.19,0.509816473,0.866767736,0.866767736,-1.280959169,-1.679279681,0.974029,-0.922334618,0.554243074,-0.722343976,5.112222333,5.1495,4.6065,6.034556952,4.595256926,5.328843976,58.475764,55.3914886,50.6116119,0
1259,1998,SWE,229123.304,12.34201558,4.355789539,Sweden,65.130731,4.989167,0.633377461,8850974,15.99603807,0.055512122,3.525545339,0,5.260520088,-0.607,4.311836353,1,0.952381,-0.267132668,67.31,25.60297619,117.0337718,129.705,0.845833885,64,70,0,0,0,0,0,0,0,0,2.71E+11,-1.55E+11,3.14E+13,4.573921,5.264167,77.47,72.22,82.72,0,0,0,-0.010635421,2.768168589,4.351416111,4.309283343,3.527387464,8.284765008,8.928697229,8.517590657,8.732356504,4.7143753,5.358179311,0,0,0,0,77.64,87.81,0.641651815,0.84632135,0.84632135,-1.178317969,-1.819411767,0.415246,0.133316248,0.735039221,-0.788735289,5.151666667,5.0793332,4.4963333,5.018350419,4.344293979,5.285068589,54.01987667,52.2195156,47.8495913,0
1260,1999,SWE,243339.592,12.40221324,6.019766163,Sweden,60.06736,4.98,-1.039766163,8857874,15.99681734,0.077927151,3.932479291,1,4.553202614,0.237,4.247184144,1,0.952381,0.462175756,50.57,24.37297619,113.8137332,132.61,0.633121572,64.2,70,0,0,0,0,0,0,0,0,2.74E+11,-36017795667,3.26E+13,4.49061,5.636667,79.63,74.07,85.19,0,0,0,-0.068651314,0.633377461,2.768168589,4.351416111,4.309283343,3.527387464,8.284765008,8.928697229,8.517590657,8.732356504,4.7143753,0,0,0,0,81.58,88.79,0.779406029,0.889307109,0.889307109,-0.123257388,-1.725851441,0.48939,1.059201358,0.500093739,0.003590236,5.259444333,4.9683332,4.3233333,4.200242975,4.468239461,4.319743064,50.58645067,49.9012872,45.9167612,0
1261,2000,SWE,262890.9,12.4794944,7.728115152,Sweden,50.229201,5.3675,-2.360615152,8872109,15.99842309,0.160575485,4.447208815,1,6.488297453,2.281,4.766348871,1,0.952381,0.899143734,37.67,23.32023715,111.1824226,128.214,3.136389703,65.1,70,2,65.130731,1,0,0,0,0,0,2.63E+11,-1.32E+11,3.37E+13,5.263958,6.029167,82.33,77.34,87.33,0,0,0,-0.104022639,-1.039766163,0.633377461,2.768168589,4.351416111,4.309283343,3.527387464,8.284765008,8.928697229,8.517590657,8.732356504,0,0,0,0,85.2,89.46,0.835328133,0.89833787,0.89833787,-0.541124453,-2.477713537,0.103542,2.358525807,1.325516951,-0.027993898,5.016388667,4.5713332,4.0759166,2.65786286,3.245816249,4.103910498,50.26700567,49.6090638,44.700401,0
1262,2001,SWE,266349.889,12.4925661,1.30716994,Sweden,51.763069,5.1075,3.80033006,8895960,16.0011078,0.268470528,6.174171508,0,4.094529324,0.923,1.449498618,1,0.952381,2.405958341,112.74,25.74967742,101.9104557,113.136,1.408378136,66.6,90,0,0,0,0,0,0,0,0,2.42E+11,-2.63E+11,3.34E+13,4.796749,5.0175,82.4,76.83,87.97,0,0,0,-0.133961886,-2.360615152,-1.039766163,0.633377461,2.768168589,4.351416111,4.309283343,3.527387464,8.284765008,8.928697229,8.517590657,0,0,0,0,86.15,89.8,0.847612531,0.896071852,0.896071852,0.422101405,-0.420212778,0.310751,0.353584596,-0.718140454,-0.76480255,4.788888667,4.2906666,3.8256666,4.43530407,5.008807054,4.59046915,49.17138867,47.9897682,43.2390037,0
1263,2002,SWE,276017.772,12.52822053,3.565443833,Sweden,49.767082,5.303333,1.737889167,8924958,16.00436218,0.325438068,4.666509571,0,1.524475664,0.095,2.196921062,1,0.952381,2.158482136,173.67,27.29246032,104.6422564,120.359,-1.423526442,70.8,90,0,0,0,0,0,0,0,0,2.67E+11,-2.22E+11,3.47E+13,4.783661,4.610833,81.06,76.1,86.02,0,0,0,-0.101063192,3.80033006,-2.360615152,-1.039766163,0.633377461,2.768168589,4.351416111,4.309283343,3.527387464,8.284765008,8.928697229,0,0,0,0,86.38,85.66,0.866134601,0.910619375,0.910619375,0.737676531,0.572450509,0.519672,0.363121842,-1.998931027,-1.03631696,4.148611,4.0635,3.4545833,3.785489158,6.062431027,4.49090026,48.83838933,45.8317352,42.012228,0
1264,2003,SWE,284711.106,12.55923028,3.100974806,Sweden,49.270866,4.638333,1.537358194,8958229,16.00808311,0.372092943,5.853956252,0,0.903404448,-0.307,2.30981059,1,0.952381,1.925655349,203.43,21.98285714,111.6030897,151.978,-1.236965754,70,90,0,0,0,0,0,0,0,0,3.34E+11,-1.42E+11,3.89E+13,4.071143,4.015,81.35,76.68,86.02,0,0,0,-0.070789044,1.737889167,3.80033006,-2.360615152,-1.039766163,0.633377461,2.768168589,4.351416111,4.309283343,3.527387464,8.284765008,0,0,0,0,87.56,84.47,0.87867319,0.91533691,0.91533691,0.891427583,-0.344439624,0.56719,-2.288649876,-2.3125098,-1.254538788,3.837222333,3.9133334,3.2028333,6.12587221,6.2258432,4.457372088,46.97029767,43.479667,41.1012338,0
1265,2004,SWE,304256.148,12.62562522,6.639493572,Sweden,48.476218,4.425,-2.214493572,8993531,16.0120161,0.393298991,5.946824622,1,2.105014709,0.769,4.336856154,1,0.952381,0.373659829,106.45,15.47964427,112.1818267,175.939,0.348845344,70.1,90,1,49.270866,1,0,0,0,0,0,3.85E+11,-1.65E+11,4.39E+13,4.037231,4.274167,82.39,77.55,87.22,0,0,0,-0.061872033,1.537358194,1.737889167,3.80033006,-2.360615152,-1.039766163,0.633377461,2.768168589,4.351416111,4.309283343,3.527387464,0,0,0,0,89.13,85.32,0.892438351,0.919717426,0.919717426,-1.29207358,-2.303576864,0.387769,-3.105839919,-0.492913267,-1.146905732,3.751389,3.6783334,2.9323333,6.857228919,4.171246667,4.079239032,43.803864,41.9322352,40.7408275,0
1266,2005,SWE,309212.867,12.64178521,1.615999096,Sweden,48.768084,3.3825,1.766500904,9029572,16.01601553,0.399942763,6.012812683,0,3.642814862,0.782,2.85880324,1,0.952381,0.453170853,67.62,12.80897233,107.1816536,183.122,1.829152003,69.8,90,0,0,0,0,0,0,0,0,3.92E+11,-57013762702,4.75E+13,3.354017,4.29,83.45,78.81,88.09,0,0,0,-0.105069894,-2.214493572,1.537358194,1.737889167,3.80033006,-2.360615152,-1.039766163,0.633377461,2.768168589,4.351416111,4.309283343,0,0,0,0,90.32,85.86,0.903467134,0.92758037,0.92758037,-1.093738799,-2.939575992,0.028483,-3.70485211,-1.381504747,-1.755922139,3.919722333,3.5805,2.66599997,7.624574443,4.962004747,4.421922109,40.05134433,39.7917382,40.2378886,0
1267,2006,SWE,342150.661,12.74300645,10.12212396,Sweden,43.666591,3.704167,-6.417956961,9080505,16.02164037,0.562483906,8.146858636,1,3.901856315,3.174,4.662773552,1,NA,1.360214686,89.66,12.80361111,106.3863161,195.09,2.22900065,70.9,90,0,0,0,0,0,0,0,0,4.23E+11,-15622912422,5.15E+13,3.764125,4.791667,83.63,77.78,89.47,0,0,0,-0.087652033,1.766500904,-2.214493572,1.537358194,1.737889167,3.80033006,-2.360615152,-1.039766163,0.633377461,2.768168589,4.351416111,0,0,0,0,92.01,86.94,0.915986327,0.935108574,0.935108574,-0.217213573,-1.865729415,-0.059958,0.72896324,-0.811464647,-1.454539073,3.768333333,3.3606666,2.34749993,3.039370093,4.172131247,3.802039003,39.07550033,38.4882392,40.0970934,0
1268,2007,SWE,373749.881,12.83134209,8.833563701,Sweden,38.976917,4.1675,-4.666063701,9148092,16.02905589,0.741552515,8.127695906,1,5.034909727,4.419,3.439221776,1,NA,2.212168834,80.9,17.53593625,107.7710044,221.564,3.32833576,69.3,90,0,0,0,0,0,0,0,0,4.91E+11,1.62E+11,5.81E+13,4.217113,4.629167,84.35,78.7,90,0,0,0,-0.073792018,-6.417956961,1.766500904,-2.214493572,1.537358194,1.737889167,3.80033006,-2.360615152,-1.039766163,0.633377461,2.768168589,0,0,0,0,91.95,88.05,0.923604476,0.936617384,0.936617384,-0.086172963,-0.640503648,-0.049613,1.392165643,-0.073702892,-1.353688295,3.343611,2.8456666,1.99624993,1.951445357,2.919369492,3.349938225,38.77172767,38.1927208,40.2690012,0
1269,2008,SWE,388684.19,12.87052244,3.918035668,Sweden,37.510525,3.8875,-0.030535668,9219637,16.03684622,0.779033291,7.881485666,1,3.532153097,1.708,-0.450559257,1,NA,3.437049106,67.08,32.6955336,105.1968,228.319,1.900562473,70.8,90,3,48.768084,1,0,1,0,0,0,5.18E+11,17585679736,6.37E+13,3.984804,3.666667,84.01,79.36,88.67,0,0,1,0.021385047,-4.666063701,-6.417956961,1.766500904,-2.214493572,1.537358194,1.737889167,3.80033006,-2.360615152,-1.039766163,0.633377461,0,0,1,1,90.17,87.16,0.927459064,0.94005219,0.94005219,0.808667357,-0.402051191,-0.097304,0.213092045,-0.196567776,-1.705985371,2.916111,2.4923332,1.67266659,2.703018955,2.688900976,3.378651961,38.65125133,38.7228006,40.3982599,0
1270,2009,SWE,374814.888,12.83418755,-3.63348909,Sweden,40.739059,3.25,6.88348909,9298515,16.04536527,0.851904413,5.93722789,0,0.520476827,-4.586,-4.339790575,1,NA,-0.494460544,60.78,31.47900794,94.80144574,191.526,-0.717324216,70.5,90,0,0,0,0,0,0,0,0,4.37E+11,4.43E+11,6.04E+13,3.222218,3.256667,83.75,78.01,89.49,0,0,1,0.056717356,-0.030535668,-4.666063701,-6.417956961,1.766500904,-2.214493572,1.537358194,1.737889167,3.80033006,-2.360615152,-1.039766163,0,0,1,1,91.83,87.16,0.93159543,0.940773969,0.940773969,-0.807198174,-0.138914278,0.027782,-2.407155961,-1.800898197,-2.818839116,2.363611,2.1863332,1.352333257,4.770766961,3.987231397,4.171172373,37.57134,39.5494198,39.8069923,0
1271,2010,SWE,396283.62,12.88988545,5.569789492,Sweden,38.065599,2.893333,-2.676456492,9378126,16.05389051,0.852524629,5.888480316,1,1.076595158,-1.103,5.952107008,1,NA,1.157988027,63.45,22.54888889,100,213.644,-0.045556544,72.4,95,0,0,0,0,0,0,0,0,4.96E+11,6.07E+11,6.62E+13,2.744305,3.214167,83.69,78.85,88.52,0,0,1,0.058834101,6.88348909,-0.030535668,-4.666063701,-6.417956961,1.766500904,-2.214493572,1.537358194,1.737889167,3.80033006,-2.360615152,0,1,1,1,91.44,85.6,0.936160277,0.942666586,0.942666586,0.054178866,-0.482055415,0.149028,-1.72995716,-2.130339532,-2.834659408,2.106111,1.75149994,1.181111063,3.83606816,3.881839472,3.597514237,38.26978167,40.684039,39.8493324,0
1272,2011,SWE,421515.998,12.95161301,6.172756463,Sweden,37.149096,2.605,-3.567756463,9449213,16.06144202,0.755150134,5.476158204,1,0.955550101,0.572,3.195333235,1,NA,2.961150738,61.01,24.1770751,105.8379592,242.053,-0.233240922,71.9,90,0,0,0,0,0,0,0,0,5.74E+11,7.73E+11,7.35E+13,2.609223,2.785833,82.04,78.04,86.03,0,0,1,0.038512837,-2.676456492,6.88348909,-0.030535668,-4.666063701,-6.417956961,1.766500904,-2.214493572,1.537358194,1.737889167,3.80033006,0,1,1,1,90.3,81.76,0.939293797,0.946105371,0.946105371,0.885976213,-0.195690831,-0.004223,-0.920092677,-2.0976135,-2.743022276,1.811111,1.33433326,1.003124946,2.731203677,3.43194676,3.311376211,40.84413467,41.7059476,40.14935867,0
